#fields,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto,cicids_label,cicids_attack,flow_id,source_file,dataset_name
1499439840.000000,c1cc6314dd5e4c898239,192.168.10.9,1848,205.174.165.73,8080,tcp,http-alt,0.080105,206,134,SF,T,T,0,S,4,206,3,134,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1848-8080-6,new.csv,new
1499439840.000000,fe3159914296407f8754,205.174.165.73,8080,192.168.10.9,1848,tcp,-,0.000022,6,6,SF,T,T,0,S,1,6,1,6,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1848-8080-6,new.csv,new
1499439840.000000,9c4619927fa1476a90b9,192.168.10.9,1851,205.174.165.73,8080,tcp,http-alt,0.082050,206,134,SF,T,T,0,S,4,206,3,134,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1851-8080-6,new.csv,new
1499439840.000000,1d459ec96fb34b4c9aba,205.174.165.73,8080,192.168.10.9,1851,tcp,-,0.000023,6,6,SF,T,T,0,S,1,6,1,6,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1851-8080-6,new.csv,new
1499439900.000000,03cf66c9257b4ab09341,192.168.10.9,1852,205.174.165.73,8080,tcp,http-alt,0.090356,206,134,SF,T,T,0,S,4,206,3,134,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1852-8080-6,new.csv,new
1499439900.000000,734ff7b7c16a4f90a1d1,205.174.165.73,8080,192.168.10.9,1852,tcp,-,0.000038,6,6,SF,T,T,0,S,1,6,1,6,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1852-8080-6,new.csv,new
1499439900.000000,0958a6406ac74d90bba0,192.168.10.9,1853,205.174.165.73,8080,tcp,http-alt,0.077514,206,134,SF,T,T,0,S,4,206,3,134,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1853-8080-6,new.csv,new
1499439900.000000,3bd20754b94142338627,205.174.165.73,8080,192.168.10.9,1853,tcp,-,0.000083,6,6,SF,T,T,0,S,1,6,1,6,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1853-8080-6,new.csv,new
1499439900.000000,109a754058df41f5a730,192.168.10.9,1854,205.174.165.73,8080,tcp,http-alt,0.075628,206,134,SF,T,T,0,S,4,206,3,134,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1854-8080-6,new.csv,new
1499439900.000000,ef566355f9e84bcfa617,205.174.165.73,8080,192.168.10.9,1854,tcp,-,0.000095,6,6,SF,T,T,0,S,1,6,1,6,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1854-8080-6,new.csv,new
1499439900.000000,9cffbf62bcbe41cb9c84,192.168.10.9,1857,205.174.165.73,8080,tcp,http-alt,0.082746,206,134,SF,T,T,0,S,4,206,3,134,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1857-8080-6,new.csv,new
1499439900.000000,c37f8fd96bfa4960a4bd,205.174.165.73,8080,192.168.10.9,1857,tcp,-,0.000094,6,6,SF,T,T,0,S,1,6,1,6,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1857-8080-6,new.csv,new
1499439900.000000,953434cfe2b3443eaf95,192.168.10.9,1858,205.174.165.73,8080,tcp,http-alt,0.080984,206,134,SF,T,T,0,S,4,206,3,134,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1858-8080-6,new.csv,new
1499439900.000000,9ff99a002c9943dd8615,205.174.165.73,8080,192.168.10.9,1858,tcp,-,0.000090,6,6,SF,T,T,0,S,1,6,1,6,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1858-8080-6,new.csv,new
1499439900.000000,f2afd6846f664a85a825,192.168.10.9,1859,205.174.165.73,8080,tcp,http-alt,0.079325,206,134,SF,T,T,0,S,4,206,3,134,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1859-8080-6,new.csv,new
1499439900.000000,9cc5bede2a814d71b30e,205.174.165.73,8080,192.168.10.9,1859,tcp,-,0.000036,6,6,SF,T,T,0,S,1,6,1,6,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1859-8080-6,new.csv,new
1499439960.000000,88adfdb763e44695a62a,192.168.10.9,1860,205.174.165.73,8080,tcp,http-alt,0.073364,206,134,SF,T,T,0,S,4,206,3,134,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1860-8080-6,new.csv,new
1499439960.000000,cbfebfa9b10d4046be6c,205.174.165.73,8080,192.168.10.9,1860,tcp,-,0.000050,6,6,SF,T,T,0,S,1,6,1,6,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1860-8080-6,new.csv,new
1499439960.000000,d6357bccff084f1383b2,192.168.10.9,1861,205.174.165.73,8080,tcp,http-alt,0.093102,206,134,SF,T,T,0,S,4,206,3,134,-,6,Bot,Bot,192.168.10.9-205.174.165.73-1861-8080-6,new.csv,new
