ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,conn_state,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,bytes_total,bytes_ratio,pkts_total,pkts_ratio,proto_tcp,proto_udp,proto_icmp,is_http,is_ssh,Label
1499343355,CQkFUo4vVT4kFyMYsi,172.16.0.1,44380,192.168.10.50,80,tcp,http,SF,5.185843,1022,2321,8,8,3343,0.440568475,16,1,1,0,0,1,0,DoS Hulk
1499343355,CMkP0f1A62AOdbVmo3,172.16.0.1,44382,192.168.10.50,80,tcp,http,SF,5.057574,736,9880,11,6,10616,0.074587592,17,1.714285714,1,0,0,1,0,DoS Hulk
1499343355,CMkP0f1A62AOdbVmo3,172.16.0.1,44382,192.168.10.50,80,tcp,http,SF,5.057574,736,9880,11,6,10616,0.074587592,17,1.714285714,1,0,0,1,0,DoS Hulk
1499343355,CMkP0f1A62AOdbVmo3,172.16.0.1,44382,192.168.10.50,80,tcp,http,SF,5.057574,736,9880,11,6,10616,0.074587592,17,1.714285714,1,0,0,1,0,DoS Hulk
1499343355,CMkP0f1A62AOdbVmo3,172.16.0.1,44382,192.168.10.50,80,tcp,http,SF,5.057574,736,9880,11,6,10616,0.074587592,17,1.714285714,1,0,0,1,0,DoS Hulk
1499343355,CMkP0f1A62AOdbVmo3,172.16.0.1,44382,192.168.10.50,80,tcp,http,SF,5.057574,736,9880,11,6,10616,0.074587592,17,1.714285714,1,0,0,1,0,DoS Hulk
1499343355,CMkP0f1A62AOdbVmo3,172.16.0.1,44382,192.168.10.50,80,tcp,http,SF,5.057574,736,9880,11,6,10616,0.074587592,17,1.714285714,1,0,0,1,0,DoS Hulk
1499343355,CMkP0f1A62AOdbVmo3,172.16.0.1,44382,192.168.10.50,80,tcp,http,SF,5.057574,736,9880,11,6,10616,0.074587592,17,1.714285714,1,0,0,1,0,DoS Hulk
1499343355,CMkP0f1A62AOdbVmo3,172.16.0.1,44382,192.168.10.50,80,tcp,http,SF,5.057574,736,9880,11,6,10616,0.074587592,17,1.714285714,1,0,0,1,0,DoS Hulk
1499343355,CMkP0f1A62AOdbVmo3,172.16.0.1,44382,192.168.10.50,80,tcp,http,SF,5.057574,736,9880,11,6,10616,0.074587592,17,1.714285714,1,0,0,1,0,DoS Hulk
1499343355,CMkP0f1A62AOdbVmo3,172.16.0.1,44382,192.168.10.50,80,tcp,http,SF,5.057574,736,9880,11,6,10616,0.074587592,17,1.714285714,1,0,0,1,0,DoS Hulk
1499343355,CMkP0f1A62AOdbVmo3,172.16.0.1,44382,192.168.10.50,80,tcp,http,SF,5.057574,736,9880,11,6,10616,0.074587592,17,1.714285714,1,0,0,1,0,DoS Hulk
1499343355,CMkP0f1A62AOdbVmo3,172.16.0.1,44382,192.168.10.50,80,tcp,http,SF,5.057574,736,9880,11,6,10616,0.074587592,17,1.714285714,1,0,0,1,0,DoS Hulk
1499343355,CMkP0f1A62AOdbVmo3,172.16.0.1,44382,192.168.10.50,80,tcp,http,SF,5.057574,736,9880,11,6,10616,0.074587592,17,1.714285714,1,0,0,1,0,DoS Hulk
1499343355,CMkP0f1A62AOdbVmo3,172.16.0.1,44382,192.168.10.50,80,tcp,http,SF,5.057574,736,9880,11,6,10616,0.074587592,17,1.714285714,1,0,0,1,0,DoS Hulk
1499343355,CMkP0f1A62AOdbVmo3,172.16.0.1,44382,192.168.10.50,80,tcp,http,SF,5.057574,736,9880,11,6,10616,0.074587592,17,1.714285714,1,0,0,1,0,DoS Hulk
1499343355,CMkP0f1A62AOdbVmo3,172.16.0.1,44382,192.168.10.50,80,tcp,http,SF,5.057574,736,9880,11,6,10616,0.074587592,17,1.714285714,1,0,0,1,0,DoS Hulk
1499343355,CMkP0f1A62AOdbVmo3,172.16.0.1,44382,192.168.10.50,80,tcp,http,SF,5.057574,736,9880,11,6,10616,0.074587592,17,1.714285714,1,0,0,1,0,DoS Hulk
1499343361,Cr9nGv1QsH3FKlGao9,172.16.0.1,44384,192.168.10.50,80,tcp,http,SF,5.271272,969,1430,8,6,2399,0.677847659,14,1.285714286,1,0,0,1,0,DoS Hulk
1499343361,Cr9nGv1QsH3FKlGao9,172.16.0.1,44384,192.168.10.50,80,tcp,http,SF,5.271272,969,1430,8,6,2399,0.677847659,14,1.285714286,1,0,0,1,0,DoS Hulk
1499343361,Cr9nGv1QsH3FKlGao9,172.16.0.1,44384,192.168.10.50,80,tcp,http,SF,5.271272,969,1430,8,6,2399,0.677847659,14,1.285714286,1,0,0,1,0,DoS Hulk
1499343361,Cr9nGv1QsH3FKlGao9,172.16.0.1,44384,192.168.10.50,80,tcp,http,SF,5.271272,969,1430,8,6,2399,0.677847659,14,1.285714286,1,0,0,1,0,DoS Hulk
1499343361,Cr9nGv1QsH3FKlGao9,172.16.0.1,44384,192.168.10.50,80,tcp,http,SF,5.271272,969,1430,8,6,2399,0.677847659,14,1.285714286,1,0,0,1,0,DoS Hulk
1499343361,Cr9nGv1QsH3FKlGao9,172.16.0.1,44384,192.168.10.50,80,tcp,http,SF,5.271272,969,1430,8,6,2399,0.677847659,14,1.285714286,1,0,0,1,0,DoS Hulk
1499343361,Cr9nGv1QsH3FKlGao9,172.16.0.1,44384,192.168.10.50,80,tcp,http,SF,5.271272,969,1430,8,6,2399,0.677847659,14,1.285714286,1,0,0,1,0,DoS Hulk
1499343361,Cr9nGv1QsH3FKlGao9,172.16.0.1,44384,192.168.10.50,80,tcp,http,SF,5.271272,969,1430,8,6,2399,0.677847659,14,1.285714286,1,0,0,1,0,DoS Hulk
1499343361,Cr9nGv1QsH3FKlGao9,172.16.0.1,44384,192.168.10.50,80,tcp,http,SF,5.271272,969,1430,8,6,2399,0.677847659,14,1.285714286,1,0,0,1,0,DoS Hulk
1499343361,Cr9nGv1QsH3FKlGao9,172.16.0.1,44384,192.168.10.50,80,tcp,http,SF,5.271272,969,1430,8,6,2399,0.677847659,14,1.285714286,1,0,0,1,0,DoS Hulk
